Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,MISC_Async
117899,871,1003,1038,903,2298,0,648,974,0,2095,780,1035,680,751,23091,36167
