Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,MISC_Async
1044264,6770,6074,28957,5351,27926,0,6420,3917,0,30056,5724,32533,5001,3567,2103448,2265744
